name|id|rarity|imgURL|setID|game|set|date
Alexander the Great|699591|2|https://api.ccgtrader.co.uk/uploads/_/originals/ff5ee654-c4e3-4dfa-8410-16f4b728e7a6.jpg|2375|anachronism|Anachronism: Set 1|2005-04-01
Oracle of Delphi|699592|2|https://api.ccgtrader.co.uk/uploads/_/originals/87f36de5-d195-4b73-bb12-783ec3ec30d5.jpg|2375|anachronism|Anachronism: Set 1|2005-04-01
Sarissae|699593|2|https://api.ccgtrader.co.uk/uploads/_/originals/6543d1f1-5922-4606-877b-da8c66b120ba.jpg|2375|anachronism|Anachronism: Set 1|2005-04-01
Linen Cuirass|699594|2|https://api.ccgtrader.co.uk/uploads/_/originals/eb23b0d8-3c7b-47d3-b76c-99360419d232.jpg|2375|anachronism|Anachronism: Set 1|2005-04-01
Bucephalus|699595|2|https://api.ccgtrader.co.uk/uploads/_/originals/a40253e6-4bcc-4df9-84fa-2764bf69411d.jpg|2375|anachronism|Anachronism: Set 1|2005-04-01
Leonidas|699596|2|https://api.ccgtrader.co.uk/uploads/_/originals/bad229aa-821b-477e-b301-3a13d505aa35.jpg|2375|anachronism|Anachronism: Set 1|2005-04-01
Nemesis|699597|2|https://api.ccgtrader.co.uk/uploads/_/originals/185b9f9d-0776-4ef7-9e12-a807a9c92e39.jpg|2375|anachronism|Anachronism: Set 1|2005-04-01
Spartan Lakonian|699598|2|https://api.ccgtrader.co.uk/uploads/_/originals/681230d7-ef5e-4afa-a811-2454435e88d9.jpg|2375|anachronism|Anachronism: Set 1|2005-04-01
Muscle Cuirass|699599|2|https://api.ccgtrader.co.uk/uploads/_/originals/5dd4130f-0167-48fe-b45e-a1b4b800354a.jpg|2375|anachronism|Anachronism: Set 1|2005-04-01
Hoplon|699600|2|https://api.ccgtrader.co.uk/uploads/_/originals/a4ae8ed2-4500-4765-831b-ac09bdfae8a5.jpg|2375|anachronism|Anachronism: Set 1|2005-04-01
Herakles|699601|2|https://api.ccgtrader.co.uk/uploads/_/originals/d93a37c3-d995-4de5-9f28-31f85128edfd.jpg|2375|anachronism|Anachronism: Set 1|2005-04-01
Zeus|699602|2|https://api.ccgtrader.co.uk/uploads/_/originals/377cbe7d-aff7-4ecd-9876-b87df7319c07.jpg|2375|anachronism|Anachronism: Set 1|2005-04-01
Kopis|699603|2|https://api.ccgtrader.co.uk/uploads/_/originals/20cabd17-0795-4c6a-b26a-f2bbbbd36322.jpg|2375|anachronism|Anachronism: Set 1|2005-04-01
Greaves|699604|2|https://api.ccgtrader.co.uk/uploads/_/originals/0b978fb2-12e6-4cdf-9176-060243f0f7ed.jpg|2375|anachronism|Anachronism: Set 1|2005-04-01
Belt of Hippolyte|699605|2|https://api.ccgtrader.co.uk/uploads/_/originals/7e1f85c5-d1c3-4c91-aef4-180ddc0f99a1.jpg|2375|anachronism|Anachronism: Set 1|2005-04-01
